date,0.08333333333333333,0.25,0.5,1.0,2.0,3.0,5.0,7.0,10.0
2000-01-03,,0.9864851533984412,0.9717700791992614,0.9417338066751249,0.8817619943444241,0.8270595492937826,0.7257523964245114,0.6309194593795481,0.5230102831764335
2000-01-04,,0.9866068125200406,0.9720534629404616,0.9425615496230934,0.8831315554496081,0.828987133407759,0.729356356590133,0.6347878915891216,0.5275805049560313
2000-01-05,,0.9865824782951854,0.972100709633518,0.9420955627600932,0.8817356015491162,0.826777721788608,0.7253636128847332,0.6294352640817451,0.5206879070387301
2000-01-06,,0.9866554845711748,0.972337012008362,0.9422744639983964,0.8822509549183967,0.8277588026699577,0.7271788439445929,0.6316331514096649,0.523257902174221
2000-01-07,,0.9867285016527704,0.9724788485850432,0.9425491597499502,0.8829422662472424,0.8287289294367816,0.7285970017554885,0.6338760738322354,0.5258713006455855
2000-01-10,,0.9866311479453408,0.9725734292939118,0.941895857156238,0.8817302338551893,0.8270295438055063,0.7261149627319093,0.6323815985831908,0.5233776064405107
2000-01-11,,0.9866068125200406,0.9724788485850432,0.9413414091018952,0.8805213220568415,0.8253352066187672,0.7232547935381939,0.6278836920914899,0.5181616286667079
2000-01-12,,0.9865581452706867,0.9722897423432184,0.9410685641597096,0.8798335004383652,0.824370771759898,0.721073603412368,0.6262675301368416,0.5155903762454818
2000-01-13,,0.9866554845711748,0.9724788485850432,0.9416199855586184,0.8813920230808009,0.8262952548909457,0.7242699713737816,0.6301548226585795,0.5201394628345363
2000-01-14,,0.9866554845711748,0.972337012008362,0.941345627110992,0.8807020958887753,0.8253282122172078,0.7224722393466052,0.6284834476607699,0.5168752736534936
2000-01-17,,0.9866554845711748,0.972337012008362,0.941345627110992,0.8807020958887753,0.8253282122172078,0.7224722393466052,0.6284834476607699,0.5168752736534936
2000-01-18,,0.9862905611993292,0.9718645220856214,0.9411740634934438,0.8801947757107381,0.8243566418173505,0.7202862015589191,0.625336434953258,0.5138872145830427
2000-01-19,,0.9864121723262064,0.9719117504130624,0.9414510968730452,0.8803571875511028,0.8248449990885952,0.7213809546916685,0.6266561469133377,0.5147767457527083
2000-01-20,,0.9864851533984412,0.9716284492809948,0.9413666987139546,0.879840274585024,0.8238647215036193,0.7195763587328596,0.6244752234892852,0.5116047959179542
2000-01-21,,0.9865094828224036,0.9716756546664724,0.9414581068961828,0.8800111006223852,0.8241045790977128,0.7195386412416422,0.6244415519716714,0.5115772807766317
2000-01-24,,0.9863148810257674,0.9719589833309034,0.9413568691223092,0.8808898042313,0.8255843075648215,0.7224489780764511,0.628462673117424,0.5168582759968672
